companyid,text,category,year
C903118165,"Provides oil and natural gas exploration services. The Company focuses on acquisition, development and exploration of oil and natural gas properties in Texas panhandle, East Texas and the Barnett Shale in North Texas. The Company was founded in 2007 and is based in Dallas, Texas, United States. ",mining,2007
C903127673,"Triana Energy LLC operates as a United States-based oil and gas exploration and production company. The Company extracts energy resources from the Appalachian Basin. It has operations in Ohio, Pennsylvania, Kentucky, West Virginia, and New York. ",mining,2006
C903128583,"Southcross Energy LLC, headquartered in Dallas, Texas, is a provider of provides natural gas gathering, processing, treatment, compression, and transportation services to oil and gas industries.",mining,2009
C903130329,"Vantage Energy LLC is a United States-based oil and natural gas company. The Company is engaged in the acquisition, development and exploration of oil and natural gas properties. It is focused on the acquisition and development of unconventional natural gas projects, predominantly onshore shale gas in North America. The Company holds approximately 48,000 net acres within the Marcellus Shale in Greene County, Pennsylvania. The Company holds approximately 37,000 net acres in the Barnett Shale, including over 22,000 in its primary development areas of Denton, Wise and Tarrant Counties in Texas. The Company holds over 80,000 net acres in other project areas, primarily consist of its Uinta Basin properties in Utah.",mining,2006
C903136657,"Crump Energy Investments LLC is a United States-based based oil and gas company. The Company acquires, exploits, and develops natural gas and crude oil properties in the Permian Basin. The Company operates as an investment portfolio company of investment firm Quantum Energy Partners. ",mining,2009
C903136810,Operates as an energy company. The Company purchases and exploits oil and gas assets.  ,mining,1929
C903136816,"Operates as an oil and gas exploration company. The Company is a continuation Dale Gas Partners, L.P. and is focused on domestic resource plays and conventional plays with significant running room outside of the Barnett Shale. Dale II intends to make foothold investments in three to five energy plays as an entry point for deeper operating involvement in one to two projects.  ",mining,1981
C903136862,"Operates as an oil and gas exploration company. The Company focuses on drilling prospects in three regions: East Texas (Cotton Valley), Tarrant County (Barnett Shale) and South Texas (Vicksburg). ",mining,1981
C903136913,Operates as an oil and gas exploration company. The Company is engaged in acquiring and developing natural gas prospects in the Arkoma Basin of Northwest Arkansas and Southeastern Oklahoma as well as the Barnett Shale of North Texas. ,mining,2006
C903137270,"Operates as an energy exploration company. The Company's mission is to find, capture, and exploit large energy resource plays both domestically and internationally, with a primary focus on shale formations.  ",mining,2007
C903137932,Manufactures vacuum equipment including furnaces and sputtering.  ,mining,
C903142000,"Soane Energy LLC is a United States-based specialty materials company. The Company develops chemical solutions for the oil and gas industry. It offers a portfolio of platform technologies, including Fines Capture, Smart Sequestration and Tunable Surfactants to reduce the environmental impact of oil and gas exploration and production. It develops a Fines Capture platform that consolidates dilute micro- and nano-sized particles into cohesive solids and can clarify produced water and tailings ponds generated by oil and gas operations. Its Smart Sequestration binds targeted contaminants through intelligent molecular design; sequesters toxic materials or otherwise unwanted byproducts in effluents, resulting in their complete removal and can be applied to produced water treatment, refinery wastewater and environmental remediation. Its Tunable Surfactants are a family of programmable surface-tension modifiers for oil, water, and solid interfaces. ",mining,2006
